,body_type
49617,0
20681,1
48989,0
2447,0
41248,0
17120,0
48135,1
48682,0
2601,1
22680,0
23489,1
42770,0
32578,0
8369,0
15886,0
36689,1
53683,1
38482,0
13960,0
41913,0
18295,0
37131,0
14352,0
29504,0
42804,0
56725,0
57905,0
18940,0
11474,0
7917,0
6097,0
49587,0
54268,0
4559,0
56901,0
54520,0
31093,0
50131,1
45924,0
41594,0
48515,0
17203,0
1266,0
43392,0
34753,0
38099,0
48968,0
36912,1
12940,0
8980,0
38872,0
39229,0
57468,0
7138,1
1798,0
57623,0
49712,0
23642,0
12256,1
50808,0
44789,0
20827,0
45087,1
4577,0
23753,0
58195,0
37038,0
51983,0
827,0
24356,0
6725,0
54994,0
2045,1
9068,0
57002,0
30302,1
8872,0
24530,0
41625,0
42292,0
32522,0
26215,0
7943,1
26649,1
912,0
16587,0
44801,0
59265,1
2832,0
5884,0
36093,0
52617,0
3745,1
3544,1
25776,1
36573,0
4854,1
15720,0
28012,1
13555,1
49076,0
23412,0
3780,1
2108,0
44598,0
46602,0
53194,0
4802,0
40350,1
17864,0
45204,0
40344,1
40617,1
10887,0
17884,1
3082,1
3415,0
28361,0
21032,1
12204,0
6850,0
43967,0
49041,0
28625,0
539,0
33097,0
21465,1
22560,0
33361,0
6400,1
34383,0
37106,1
36070,0
45277,0
22999,0
2136,0
58399,0
59474,0
33908,1
49514,0
54574,0
25056,0
54477,1
2130,0
1774,0
1806,0
50678,1
12576,0
51233,0
6567,0
26329,0
58967,0
29161,0
49841,0
43720,0
11029,0
13888,0
37801,0
15201,0
21721,0
21271,0
52968,0
1807,1
56301,0
11366,1
14537,0
42096,0
15545,0
8172,0
2411,0
41502,0
9960,0
57448,0
47393,0
17115,1
47014,0
3601,0
30773,0
3364,0
36744,0
42662,0
41226,0
50607,0
32399,0
2174,0
2692,1
12405,0
24401,0
34836,0
37199,0
29137,0
4427,0
17473,0
37155,0
36594,0
45772,1
25756,0
41593,0
58060,0
34822,1
57706,0
8923,0
16552,0
34465,0
6601,0
25840,0
14254,0
56337,1
54701,0
12110,1
31481,0
45880,0
7380,0
20704,1
38822,0
59689,0
4493,0
22647,0
50113,0
1763,0
28018,1
20025,0
14564,0
4302,0
47742,0
53455,0
25665,0
2736,0
16690,0
6948,1
8963,1
52544,1
29214,0
41460,0
21826,0
16062,0
41432,0
48977,0
49486,0
32431,0
49376,0
6879,0
55816,0
17896,0
43892,0
15494,0
3711,0
21880,0
41939,0
71,0
25819,0
9992,0
58851,0
43508,0
24784,0
15228,0
20449,0
17208,0
13458,0
5401,1
2880,0
19755,1
12886,0
4472,0
46553,0
5188,0
53560,0
6119,0
38306,0
51363,1
55091,0
42837,1
13599,0
18430,1
44663,0
848,1
45947,0
27671,1
15779,0
34096,0
37760,0
837,1
36251,0
40502,0
5036,0
55612,0
37652,0
23291,0
43592,0
31996,0
1246,0
3374,0
34687,0
37176,0
34212,0
34765,1
59004,0
47511,1
14367,1
46000,0
33355,0
35739,1
33142,0
1488,0
9882,0
14737,0
6067,0
55851,1
11386,1
48096,0
25568,0
33936,0
26674,0
26713,0
8430,0
30903,0
16989,0
23283,0
48051,0
33600,0
11373,0
1340,0
36236,0
22412,0
20607,0
13164,0
14851,0
245,1
33148,0
25787,0
13943,0
41404,0
10493,0
14974,1
16514,0
59291,0
55008,0
24697,0
43351,1
29738,0
51626,0
37804,0
26784,0
42248,0
51866,0
11131,0
52137,0
37586,0
40371,1
8488,1
9636,0
11767,0
14782,0
30021,0
1693,0
28963,0
47616,0
51256,0
4276,0
7126,0
12235,1
13541,0
3893,1
4758,0
28918,0
51444,0
49860,0
5622,0
2169,0
21970,0
474,0
29606,0
11167,1
42823,0
22360,0
28798,0
6590,0
29931,1
6550,0
34140,0
38092,0
49765,0
52722,0
52284,0
56484,0
40454,0
26986,0
42468,0
3460,0
51567,0
56922,0
55315,0
18229,0
4956,0
36264,0
42506,0
9499,0
50541,0
16876,0
25005,1
58152,0
26778,0
50229,0
28666,0
39207,0
16916,0
33868,0
5837,0
38724,0
45034,0
32639,0
305,0
3106,0
43568,0
17998,0
46801,0
54167,0
25695,1
41527,0
47030,0
45761,0
36692,0
8057,0
45785,0
24844,1
43089,0
54210,0
36024,1
50432,0
1198,0
19123,0
54802,1
11395,0
55342,0
52593,0
17476,0
57817,0
38369,0
39053,0
22800,0
58221,1
51134,0
19944,0
52285,0
16654,0
53283,0
878,0
51525,0
2783,0
53212,0
43535,0
16190,0
32063,0
26417,0
54882,1
51155,1
23032,0
3855,0
46342,0
3475,0
16949,0
12981,0
54661,1
4159,0
39823,0
9585,1
7036,0
28188,0
34381,0
16564,0
18166,0
29704,0
8153,0
24368,1
20371,0
12319,0
57012,0
55384,0
10072,0
36545,0
30617,0
56971,0
16219,1
34694,1
58521,0
25262,0
1888,0
45272,0
37692,0
7608,1
20088,0
49911,0
55400,0
31538,0
3748,1
320,1
31872,0
16134,0
53435,0
22656,0
56075,0
7992,0
24114,0
24261,0
15607,0
36320,0
31231,0
4737,0
16416,0
14371,0
50969,0
50815,0
14332,0
21204,0
29105,0
6595,0
16315,0
45032,0
52616,0
39600,0
13355,0
37081,1
39409,0
13226,0
24708,0
5313,0
14514,1
33131,0
19843,0
5305,0
39290,0
6922,0
5862,0
10763,0
26099,1
5982,0
5403,0
27199,0
4261,0
502,0
1279,0
39594,0
29462,0
45862,1
38189,0
54187,0
458,0
7953,0
49527,0
59693,0
50201,0
4672,0
41971,0
57150,0
19993,0
14247,0
12317,0
40659,0
43090,0
20213,0
22512,0
53070,0
13184,0
39146,0
10900,0
24178,0
2076,0
19394,1
22368,0
16511,0
13681,0
37996,0
22316,0
8495,1
59384,0
38742,0
20292,0
36281,0
344,0
18212,0
49370,0
59218,0
48380,0
47901,0
41928,0
20177,0
15544,0
329,0
56360,0
37458,0
57155,0
39178,0
37095,1
56898,0
2031,0
35100,0
43886,0
8297,0
46442,1
56642,0
15911,0
38305,0
52154,0
22605,1
55754,0
58742,0
22083,1
35760,0
10052,0
2305,0
38374,0
58517,0
34539,0
193,0
22604,0
46050,0
42293,0
23106,0
42006,0
39100,0
7368,0
26827,0
126,0
45433,1
48715,0
25962,0
37717,0
1679,0
53854,0
55562,1
6495,0
23571,0
20787,0
47181,0
53732,0
51469,0
25334,1
21043,0
20187,0
53170,0
39638,0
51645,0
54835,1
43144,0
56320,1
44276,0
49406,0
1606,0
38069,0
31175,0
43931,0
49227,1
16188,0
49736,0
45360,0
5186,0
12899,0
38925,0
22893,0
54027,0
50962,0
46445,0
35755,0
43294,0
4309,1
791,0
17534,0
5195,0
4822,0
30379,0
24476,0
49590,0
8406,0
58079,0
23269,0
30557,0
27569,0
46747,0
54639,1
49315,0
42670,0
52652,0
41946,0
14356,1
25939,0
53684,1
26754,0
7674,0
46979,0
33812,0
27689,0
45074,0
36964,0
4658,0
16226,0
44353,1
53429,0
5768,0
49212,0
4014,0
37473,0
58454,1
36766,0
54798,0
43835,1
59418,0
5567,0
55664,0
5044,0
2387,0
9015,0
14060,0
37471,1
10141,0
56919,0
45719,0
12869,1
28975,0
10348,0
55894,0
29276,0
30802,1
30987,0
47994,0
3191,0
52575,0
48493,0
28079,0
21736,0
35592,0
53448,0
15914,0
57222,0
25356,0
852,0
3750,0
22755,0
47197,0
8447,0
26642,0
9123,0
13984,0
40917,0
1154,0
5372,0
29031,0
58663,0
53002,0
37925,0
20436,1
12514,0
55840,1
5227,0
52523,0
15677,0
13808,0
47184,0
28773,0
51728,0
31547,1
22763,0
4480,0
20573,0
4235,0
34740,0
50006,0
35153,0
42085,0
38906,0
32919,0
35036,0
33154,0
29197,0
44187,0
28379,0
3069,0
31778,1
49121,1
59547,0
49843,0
48366,0
42678,0
55115,1
27745,0
8199,0
37594,0
38629,0
52072,1
36435,0
41298,0
53326,0
7325,0
2472,0
7556,0
13732,1
47567,0
5171,1
56323,0
12169,0
29363,0
19295,0
35162,0
10700,0
15824,0
1934,0
51696,0
27974,0
34347,0
29801,0
6758,0
16772,0
39952,0
39243,0
25290,0
54282,0
38717,0
50250,1
18869,0
28016,0
47199,0
40199,0
39675,0
11137,0
47536,0
49732,0
58362,0
30288,0
29239,0
30429,0
29250,0
49035,0
5022,0
41311,0
52245,0
12711,0
10191,1
35420,0
30831,0
10737,0
32788,0
55645,1
34848,0
13674,0
9849,0
46091,0
12956,0
56754,0
34179,0
27574,0
34521,0
18453,0
2947,0
25419,0
59733,0
58045,0
39722,0
8283,0
46055,0
20144,0
28247,0
42275,0
36761,0
13328,0
8888,0
18667,0
20693,0
36779,1
549,0
36274,0
15522,0
41537,0
24270,0
51679,0
23362,0
55540,0
2694,0
56433,0
2805,0
53094,0
52669,0
6424,0
20059,1
19546,0
57813,0
56833,0
13481,0
14523,1
23198,0
22239,1
11875,0
9127,0
5512,0
54136,0
16440,0
16845,0
29924,0
41908,0
49607,0
21985,0
18702,0
8295,0
32380,0
11070,1
16467,0
4738,0
52883,0
40211,1
21191,0
52807,0
31960,0
12067,0
41132,1
6705,0
6898,0
50329,1
38030,0
46703,0
15332,0
18100,0
36582,0
24890,0
5920,1
34647,0
58487,0
22211,0
17601,0
41494,0
1720,0
42480,0
21392,0
10911,0
56678,1
24468,0
22251,0
55941,0
40036,0
9035,1
35677,1
41464,0
38653,1
51417,0
32038,0
4449,0
56528,0
57303,0
23604,0
36105,0
31266,0
57585,0
47488,0
30052,0
11402,0
34185,0
49318,0
48334,0
5773,0
43787,1
48614,0
55254,0
11460,0
34010,0
5769,0
31230,0
20510,0
27753,0
12239,0
48599,1
29545,1
32069,0
56731,0
50408,0
32965,1
13542,1
3133,1
50132,1
34540,0
53770,0
5411,0
6425,0
36730,0
16265,0
20350,0
38255,0
47546,0
48651,0
22097,0
20253,0
14123,0
24583,0
27695,1
41790,0
43274,0
50194,0
19475,0
12084,0
24570,0
20627,0
19595,0
3271,0
11324,0
42108,0
6665,0
13622,0
55014,1
6743,1
59919,0
39507,0
57194,0
3784,0
9214,0
4874,1
52060,0
6223,0
5457,0
39586,1
35192,0
25001,0
57642,0
10852,0
46049,0
46731,0
10292,0
37372,0
34240,0
23500,0
21446,0
24397,0
52333,0
10517,0
36482,0
40831,0
2381,0
1224,0
52859,0
25248,1
44934,1
4749,0
59030,0
31921,0
28230,0
42722,0
16619,0
6035,0
15823,0
5957,0
45368,1
57538,1
40147,0
34351,0
30404,0
51032,0
5091,0
32214,0
13201,0
3074,0
17834,0
37139,0
52141,0
48451,0
48593,0
4853,0
2663,0
5357,0
59847,0
57451,0
17204,1
40684,0
15994,0
38400,0
37129,0
46037,0
19838,0
54351,0
37769,1
29172,1
19344,0
27204,0
41763,0
16323,1
17058,0
51698,1
34888,0
39887,1
38785,0
35888,0
53365,1
40972,0
17960,0
49764,0
35633,0
11059,0
1204,0
9177,0
46858,0
14560,0
13557,0
23404,1
25868,0
6507,0
39779,0
21587,0
36006,0
23379,0
38961,0
14622,0
17425,0
55560,1
52645,0
51887,0
39654,0
45659,0
57995,0
45531,0
53048,0
53432,0
54355,0
10836,1
23264,1
5121,0
41612,0
3419,0
20224,1
3357,0
52007,0
45062,1
10208,0
28611,0
8422,0
43277,1
22142,0
50922,1
26264,0
834,0
28685,0
21514,1
18015,0
9467,0
47999,1
16572,0
19714,0
12152,0
56275,0
25224,0
209,0
46964,0
45882,0
59759,0
35507,1
54343,0
29943,0
19446,0
37115,0
37862,0
29705,1
24692,1
31532,0
22937,0
11142,0
59904,1
42582,0
28827,1
21438,0
42214,0
5103,0
33267,0
51824,0
3586,0
13931,0
59906,0
25984,0
12400,0
22003,0
45189,0
34425,1
3603,0
53963,1
15814,0
10691,0
3907,0
22145,0
23954,0
33109,0
6048,1
51716,0
30691,0
45722,0
25540,0
4868,0
40115,0
36004,0
49922,0
35470,0
12522,0
24574,0
4888,0
19340,0
47459,0
5789,1
50747,0
26289,0
55966,0
59565,1
33181,0
55200,0
2673,0
28217,0
43135,1
44007,0
37819,0
21049,0
8123,1
15820,0
53000,1
21099,0
27373,0
59142,0
46002,0
24327,0
52365,0
29975,0
34072,0
51493,0
51966,1
8938,0
59806,0
42780,0
7593,0
55859,1
10834,0
43732,0
14691,0
55182,0
46412,0
18616,1
50970,0
10273,1
40549,0
54033,0
43744,0
36375,1
57377,1
3961,0
41119,0
54717,0
29908,0
39836,0
5835,0
12166,1
26739,0
26785,1
41931,0
32493,0
7387,0
19219,0
51118,0
52864,1
37675,1
13611,0
59121,1
54970,0
22632,1
27985,0
26051,1
50103,1
5938,0
53113,0
17032,0
25061,0
30329,0
34209,0
2759,0
25622,0
42595,0
41122,0
53200,0
21670,0
39160,0
42749,0
5697,0
17422,0
20812,1
56659,0
44153,0
51264,0
13265,0
28693,0
16378,0
14006,0
23713,0
51088,0
45341,0
25387,0
38937,0
9973,0
8454,0
11973,0
28291,0
41344,0
1564,0
8013,1
24185,1
52176,1
13713,0
57763,0
35841,1
56857,0
40745,1
40990,0
38926,0
35163,1
14686,1
6699,1
24477,0
16785,0
51534,1
8737,0
54870,0
14611,0
42905,0
35443,0
34898,0
12764,0
43923,0
13086,0
39338,0
18107,0
42929,0
54553,1
26321,0
2036,1
9682,1
23896,0
45905,1
30188,0
49808,0
14656,0
23440,0
29079,0
37815,0
28630,0
44775,0
30088,1
43402,0
49868,0
6338,0
15723,0
32273,0
39121,0
41829,1
13294,0
15905,1
46076,0
48939,0
58392,1
53184,0
3565,0
49404,0
7794,0
12238,0
24,0
30632,0
42711,0
24815,0
59843,1
22841,0
48378,0
35460,0
51029,0
31870,0
58120,1
37140,0
4829,0
45434,1
29745,0
31396,0
46722,0
45361,0
37225,0
59444,1
41115,0
14174,0
4775,0
13778,0
17495,1
23329,0
22498,0
37051,0
54782,0
19598,0
34024,0
41130,0
42347,0
56293,1
36960,1
6864,0
8145,0
56770,0
55938,0
5568,0
10816,0
5127,1
41280,0
55292,1
29394,0
41281,0
20170,0
55339,1
4361,0
58126,0
3706,0
38766,0
37295,1
8418,1
13889,0
10771,0
44905,0
15639,0
23216,1
3037,1
31505,0
7855,0
464,0
48836,0
3278,0
2973,0
14662,1
28158,0
55863,0
22187,0
19011,0
17641,0
55826,0
23728,0
6593,0
25617,0
52554,0
28065,0
48483,0
10697,0
50507,0
52428,0
23827,0
51854,0
45700,0
674,0
27354,0
27286,0
21650,0
57686,0
46353,0
707,0
2362,1
33538,0
35413,0
56274,0
3361,0
43540,0
581,1
16513,0
20933,0
17405,1
49665,0
48294,0
21731,0
44121,0
9299,0
13641,0
25604,0
23525,0
42425,0
1029,0
41413,0
16348,0
23594,0
19261,0
14044,0
15757,0
37017,0
26696,0
16491,0
1910,1
274,0
28173,0
44158,0
36039,0
44600,0
54043,0
59566,0
49791,0
51435,0
27834,0
43289,0
7191,0
10467,1
34962,1
45409,0
959,1
12912,0
39236,1
9330,0
24724,0
16342,0
20110,0
24334,0
19647,0
39494,0
4818,0
36123,0
18781,1
21748,0
20633,1
55761,0
40382,0
52850,0
53075,0
17511,0
46181,0
52825,0
562,0
33528,0
45255,0
28534,0
31453,0
604,0
44460,0
47140,0
31177,0
46798,0
50277,0
1120,0
35363,1
31033,1
1036,0
17138,0
3940,0
33475,0
57305,0
9560,0
18749,0
57747,0
20263,0
45753,0
16501,0
29808,0
37670,0
50732,0
46702,0
6607,0
37402,0
2183,0
34009,0
32435,0
50181,0
38502,0
15300,0
2283,0
1956,1
20810,0
54864,1
25074,0
10293,0
9216,0
4607,0
15015,0
15087,0
47179,0
7660,0
30932,0
2981,1
26871,0
10029,0
19287,0
31965,0
2699,0
42619,0
14066,0
30252,0
30840,0
585,0
3860,0
11864,0
14369,0
37741,0
54580,1
8025,0
47812,0
53586,0
42898,0
65,0
34631,1
47718,1
45198,0
43884,0
44595,0
35227,0
38665,0
25933,0
58911,0
44787,0
45906,1
10219,0
47185,1
44213,0
11146,0
34821,0
5126,0
18294,0
15152,0
1437,0
33636,1
42074,0
31158,1
28209,1
13045,0
58208,0
29397,0
20325,0
37395,0
33248,0
10243,0
47955,0
9277,0
36619,0
52013,1
24115,0
59663,0
13052,0
21607,0
56493,1
38188,0
35263,0
27153,1
45992,0
20077,0
4881,0
49112,0
49694,0
11330,1
39019,0
12413,0
36602,1
16905,0
9649,0
13583,0
32391,1
49176,0
3799,0
16591,0
3808,0
911,0
16811,0
22936,0
44668,0
839,0
39172,0
42696,0
45783,0
21710,0
26661,0
19128,0
22120,0
55909,0
40361,0
55119,0
28704,0
16289,0
10823,0
38198,1
37013,1
17428,0
26619,0
52938,0
26841,0
5529,1
26916,0
11678,0
2490,1
34733,1
19483,0
20366,1
23063,1
6717,0
15325,0
15299,0
34491,0
31180,0
54657,0
10370,0
58241,0
613,0
14426,0
42259,0
15405,0
32099,0
13168,0
1955,0
27952,0
49382,0
39050,0
40594,1
52,0
29120,0
37082,0
52139,0
37329,1
36487,0
15178,0
12415,0
29512,0
47898,0
25912,0
3716,0
11984,0
39460,0
31178,0
23583,0
11106,0
25478,0
44578,0
50296,0
1045,0
29011,0
46943,0
57157,0
48649,0
13291,0
12224,0
8507,0
459,0
53681,0
9012,0
23015,0
56166,0
9283,0
40906,0
45907,0
39664,0
27289,0
48456,1
49371,0
7946,0
38768,0
8208,0
2366,0
27713,0
22268,0
53410,0
58680,0
35054,0
14304,0
28430,1
8236,0
49266,0
39321,0
21028,1
20925,0
26890,0
21355,1
20838,0
35657,1
27299,0
5463,0
19240,1
3958,0
36878,0
27682,0
2922,0
42615,1
26587,0
40669,0
9457,0
6887,0
31489,0
2661,0
47244,0
36413,0
35356,0
32467,0
53104,0
13047,0
22834,0
38557,0
32825,0
6796,0
50401,0
137,0
39462,1
26203,0
40148,0
24835,0
26348,0
632,0
41719,0
33693,0
9809,0
37161,0
46434,0
33606,0
29722,1
11736,0
42515,0
30197,0
18554,0
52446,0
6457,0
30267,0
49675,0
49690,0
39244,0
20207,0
31487,0
8976,0
22375,0
18114,0
16680,0
31640,0
14130,0
37622,0
9003,0
18752,0
57738,0
19800,0
28782,0
19938,0
16432,1
39661,0
41506,0
48865,0
45405,0
59511,0
14473,0
51881,0
31480,0
59468,0
23069,0
37489,0
24453,0
53177,0
30363,1
20738,0
18868,0
27205,0
49905,0
25760,0
165,0
3168,0
22661,0
18050,1
39655,0
45148,0
24813,0
7864,0
31111,0
35150,0
58154,0
56941,0
19326,0
16332,1
50257,0
25148,1
11151,0
6251,0
24740,0
13457,0
48410,0
19709,0
55293,1
1651,0
7922,0
644,0
56405,0
27973,1
36463,0
57250,0
48621,1
28087,0
30094,0
47597,0
43194,0
4001,0
32480,1
34386,0
51430,0
41519,1
30798,0
26995,0
38434,0
3291,0
29894,1
34371,0
56453,0
24541,0
393,0
9553,0
8668,1
11556,0
48947,0
37896,0
37036,0
37707,0
32945,1
32243,0
44006,0
54806,0
47015,0
44467,0
5621,0
2949,0
11759,0
11782,0
12914,1
55215,0
54793,0
2154,1
1489,0
28192,0
10007,0
16500,0
37607,0
39634,0
2443,0
57869,0
20156,0
50080,0
46247,0
48525,0
30776,0
56506,0
26583,1
18328,0
10063,0
35785,0
19335,0
45359,0
11790,0
3437,0
48325,0
35251,0
12225,1
35099,0
16338,0
3429,0
26832,0
26591,1
15655,0
47208,0
31936,1
48032,0
21974,0
16081,0
15420,1
35549,0
34781,0
19625,0
39703,0
21786,0
41026,0
28853,0
24609,0
16071,0
44758,0
10064,0
51792,0
52954,0
23383,0
59339,1
17237,1
27595,0
10865,0
21411,0
11635,0
10128,0
59094,0
4131,0
50935,0
39247,0
40927,0
20162,0
47095,0
30539,0
8078,1
24026,1
12323,1
10623,1
10350,0
59744,0
47143,1
50814,0
18755,0
6388,0
29994,0
56945,0
40131,0
3096,0
21360,0
15628,0
36051,1
45873,0
6004,0
40360,0
7085,0
30817,0
41399,0
15469,0
17653,0
9155,1
33296,0
35578,0
40832,0
12616,0
52062,0
42638,0
38902,0
13449,0
22367,0
52230,0
2117,0
4223,1
30485,0
33644,0
57450,0
55274,0
25675,0
30221,0
7735,0
52121,0
5694,0
53510,0
35311,1
45504,0
14191,0
42412,0
22224,0
16964,0
32518,0
23033,0
39854,0
3182,0
53587,0
43177,0
56558,0
22047,0
21251,0
36219,0
14141,0
5469,0
20402,0
59288,0
14094,0
4353,0
25214,0
24289,0
25696,0
3402,0
13649,1
6371,0
44871,0
34152,0
22840,0
1185,0
16319,1
57006,1
41044,1
12393,0
48143,0
47889,0
29007,0
53067,0
36005,0
54164,0
3508,0
52963,1
43657,0
10229,0
14417,0
27630,0
11860,0
30374,0
1982,0
10761,0
18128,0
15399,1
25785,0
2705,0
45673,0
59036,0
51011,0
3791,0
11144,1
40083,0
17887,0
50082,0
34726,0
41071,0
21879,0
18555,0
25181,0
10608,0
15297,0
28614,0
34294,1
49719,0
30743,0
54484,0
47598,0
21365,0
31041,0
46391,0
2481,0
49840,1
45580,0
55027,1
2062,0
8476,0
17197,0
47150,0
15922,0
28838,0
14834,0
53665,0
58462,0
52978,0
23145,0
48531,0
40845,0
3881,0
19230,0
35146,0
58652,1
46509,0
28143,1
41154,0
58964,0
57486,0
36211,1
52149,0
10263,1
14539,0
18435,0
11947,0
22258,0
15017,1
49751,0
55063,1
9982,1
59637,0
31521,0
30449,0
36966,1
5183,0
41207,0
41145,0
38951,0
46638,0
16160,1
51868,0
13832,0
39154,0
25825,0
18382,0
7284,0
40099,0
58063,1
25970,0
13983,0
37403,0
11690,0
3345,0
42330,0
20761,1
37135,0
21235,0
40291,0
12324,1
43635,0
59367,0
11811,0
24375,0
12802,0
15235,0
9887,1
15763,0
21935,0
46278,0
55519,0
52002,0
46578,0
13112,0
11235,0
33858,0
20028,0
31337,0
31690,0
58945,0
21455,0
3984,0
11284,0
51630,0
16133,0
31044,0
44005,1
8926,0
31882,0
32222,0
13885,1
19232,0
55968,0
47853,0
23519,0
22,0
18891,1
54227,1
55345,1
12864,0
38919,0
19312,0
15212,1
15986,0
42640,0
14229,0
29953,1
29287,0
53503,0
38738,1
4421,0
14491,0
45832,0
33546,0
26518,0
27920,0
30755,0
57243,0
44645,0
8559,0
1685,0
25525,0
57953,0
52690,0
58638,0
53519,0
5436,0
15669,0
27841,0
14380,1
1879,0
18044,0
53811,0
7810,0
45235,0
52026,0
18434,0
43796,0
8934,0
20919,1
17200,0
37417,0
2095,0
12194,0
26602,0
26214,1
34128,0
9254,0
49655,0
8291,0
47537,0
21431,1
28055,0
41224,0
6435,1
16693,0
23333,1
30997,1
37774,0
35,0
3880,0
20975,0
5908,1
30060,1
34802,0
5610,0
39152,0
38564,0
50651,0
48842,0
26195,0
55225,0
34538,1
42225,0
25812,0
12967,0
23346,0
30469,0
58706,1
26044,1
4433,0
25621,0
26125,0
44947,0
47196,0
52789,0
16035,0
21000,1
59031,0
48743,0
54001,0
24874,0
4518,0
32860,0
37584,0
41099,0
51563,1
41015,0
55203,0
31616,0
32925,0
18786,0
21404,0
46592,0
17055,0
55807,0
20057,1
4728,0
31359,0
46464,0
7746,0
3119,0
28651,1
24042,0
5536,0
37264,0
58676,0
39900,0
36507,0
32810,0
54932,0
42398,0
42836,1
58308,0
42855,0
25944,0
52401,0
42844,0
35623,0
14717,0
3392,0
18919,0
26126,0
45975,0
29507,0
52777,0
39101,0
28526,1
30992,0
16407,0
16093,0
20671,0
15027,0
3938,0
32206,0
58664,1
22473,1
10547,0
25327,0
18893,0
21877,0
56863,0
2121,0
52915,0
11727,0
6777,0
52208,0
55487,0
19989,0
6554,0
13131,1
29173,0
52254,1
13864,0
13350,0
30834,0
17836,0
22465,0
12535,0
41654,0
47259,0
43346,1
36894,0
34244,1
15531,0
37083,0
6671,1
40268,0
48701,1
51714,1
57212,0
52379,0
14770,0
40730,1
2402,0
47444,0
12559,1
33500,0
58477,0
13308,0
49013,0
2888,0
22398,0
6343,0
51083,0
44078,1
21992,0
11847,1
3644,0
15916,0
15888,0
51636,0
15287,0
34091,0
2133,0
10919,0
5726,0
37531,1
24690,0
21053,0
35529,0
6220,1
6654,0
52558,1
42941,0
22157,0
36387,0
33943,0
13035,0
40872,0
37097,0
33842,0
25999,0
11496,0
49882,0
25541,1
310,0
32590,0
50369,0
43504,0
44308,0
4088,0
7554,0
37603,0
21994,0
16923,1
31108,0
7562,0
56331,0
42370,0
15633,0
917,0
30044,1
3073,0
58319,0
8950,0
34691,1
9718,0
6302,0
25563,0
18004,0
31860,0
7337,1
38225,1
1587,0
1578,0
37054,0
41842,1
38619,0
2097,0
52407,1
2474,0
4038,0
13329,0
47943,0
7549,0
27301,0
32497,0
1013,0
7700,0
3452,0
7705,0
8133,0
38750,0
14413,0
9036,0
57731,0
17754,0
5334,0
30558,0
18737,0
40623,0
1155,0
56063,0
19084,0
5437,0
14064,1
22980,0
7449,0
51785,1
57516,0
41866,0
36477,1
55684,0
20939,0
44391,0
32378,0
51103,0
39045,0
14507,0
34393,0
25555,0
16521,0
26098,0
21377,0
9047,0
53080,0
45857,0
58501,0
51237,0
50886,0
255,0
40034,0
12589,0
35296,0
38900,0
45077,0
52583,0
54974,0
11075,1
28720,0
47139,0
8655,0
16673,0
31881,0
6817,0
15681,0
5468,0
17272,0
45132,0
33823,0
6105,0
41927,0
38492,0
1192,0
10712,0
37713,0
56628,0
23099,1
29415,0
13597,0
7045,0
8870,0
43196,1
14261,0
48810,0
1823,0
4543,0
53389,0
58050,0
28049,0
32609,1
12113,0
15721,0
49855,0
20870,1
31909,0
36781,1
46893,0
59619,0
48144,0
38485,0
792,0
40234,0
55425,0
37592,0
27210,1
36873,0
53332,0
21115,1
7932,0
32482,0
49181,0
19951,0
2373,0
31097,0
41368,1
54917,0
9739,0
13288,0
29727,1
6406,0
44042,0
50987,0
54727,0
56729,0
7521,0
1316,0
46924,0
3721,0
31412,0
26735,0
335,0
32942,0
32231,0
56871,0
12597,0
11389,0
9405,1
39658,1
25449,0
22116,0
31432,0
20816,0
2786,0
19264,0
56701,0
26757,0
46781,0
29574,0
42829,0
49852,1
12216,0
42474,0
6913,0
4468,1
22691,0
33849,1
38703,0
22567,0
1551,0
34931,1
49396,1
47951,0
6402,0
4322,0
47843,0
58723,0
7630,1
13443,0
53456,1
49787,0
33174,0
22352,1
36556,0
45755,0
9485,0
38043,1
35513,0
3467,0
9483,0
47266,0
38355,0
357,1
8758,1
46656,0
51433,0
21993,0
29091,0
39420,0
33445,0
11236,0
54840,0
17301,0
29777,0
41147,0
44067,1
45710,0
56992,0
56513,0
46723,1
51355,0
22822,0
40541,0
2189,0
46097,1
50270,0
7032,0
36095,0
46327,0
33647,0
50263,0
31005,0
57929,1
487,0
12304,1
35424,0
4532,0
58029,0
18345,1
52357,0
10654,0
9239,0
22916,0
24321,0
28871,1
33789,0
10624,0
37750,0
35787,0
59325,0
48978,0
36616,1
12464,0
32180,0
46175,0
37825,0
29539,0
45126,1
38996,0
16220,0
49814,1
20612,0
6056,0
22108,0
27592,0
12527,0
30096,0
15345,0
41409,0
41818,0
34363,0
28358,0
4282,0
7623,1
13266,0
11788,0
6519,0
2048,0
11351,0
20419,0
32847,0
34089,0
47484,0
34750,0
33560,0
19855,0
645,1
16461,0
47119,1
47522,0
53191,1
30747,0
22823,0
32854,0
37506,0
22238,0
29612,0
58725,0
41629,0
55628,1
18296,0
50170,0
4398,1
5991,0
30436,0
59704,0
15407,0
25792,1
24955,0
8844,0
35916,0
9157,0
44364,0
45487,0
317,1
52057,1
58284,0
47193,1
14898,0
6971,1
36831,0
17868,0
23014,0
12654,0
13174,0
40130,0
28245,0
19727,0
11622,0
14768,1
40955,0
5364,0
35375,0
17922,0
44048,0
49375,0
41471,0
34878,0
5742,0
40983,0
24632,0
2245,0
58865,1
36504,0
27526,1
6710,0
48717,0
58909,0
27171,0
50271,0
47044,1
30491,0
46523,0
18338,1
