,age,body_type,diet,drinks,drugs,height,sex,smokes
55952,34,fit,anything,1,0,63.0,f,no
55953,23,average,anything,0,0,60.0,f,no
55954,48,fit,anything,1,1,67.0,f,no
55955,57,larger,anything,1,0,67.0,f,no
55956,32,average,anything,1,0,70.0,m,yes
55957,25,average,anything,1,0,69.0,m,yes
55958,36,fit,vegetarian,1,0,65.0,f,yes
55959,33,unknown,anything,1,0,68.0,f,no
55960,29,fit,vegetarian,1,0,63.0,f,no
55961,26,average,anything,1,1,70.0,m,yes
55962,38,average,vegan,1,0,69.0,f,no
55963,32,average,anything,1,1,65.0,f,no
55964,32,average,anything,1,0,65.0,f,no
55965,25,average,anything,1,0,62.0,f,no
55966,57,fit,anything,1,0,71.0,m,no
55967,29,fit,anything,1,1,63.0,f,no
55968,28,fit,vegan,1,0,67.0,f,no
55969,59,larger,vegetarian,0,0,60.0,f,no
55970,42,larger,anything,0,0,74.0,m,no
55971,34,larger,anything,1,1,72.0,m,no
55972,38,fit,vegetarian,1,0,69.0,m,no
55973,20,average,anything,1,0,69.0,f,no
55974,29,fit,anything,1,0,70.0,m,no
55975,39,fit,anything,1,0,62.0,f,no
55976,21,fit,other,1,0,70.0,m,no
55977,45,fit,anything,1,0,67.0,f,no
55978,29,fit,vegetarian,1,0,66.0,f,no
55979,31,fit,anything,1,0,64.0,f,no
55980,22,unknown,anything,1,0,64.0,f,yes
55981,21,average,anything,1,1,69.0,f,yes
55982,21,larger,vegan,2,1,67.0,f,no
55983,29,average,anything,1,0,71.0,f,yes
55984,41,larger,anything,1,0,67.0,f,no
55985,38,fit,vegetarian,1,0,62.0,f,no
55986,27,average,anything,1,0,69.0,m,no
55987,23,average,vegetarian,1,0,66.0,f,no
55988,26,unknown,anything,2,0,72.0,m,no
55989,33,fit,vegetarian,1,0,65.0,f,no
55990,34,larger,anything,1,0,70.0,m,no
55991,46,fit,anything,1,0,71.0,m,no
55992,24,unknown,anything,1,0,66.0,f,yes
55993,41,average,anything,1,0,69.0,f,no
55994,24,fit,anything,1,0,65.0,f,no
55995,30,average,anything,1,0,68.0,f,no
55996,30,fit,anything,1,1,65.0,f,no
55997,25,average,anything,1,0,72.0,m,no
55998,35,unknown,anything,1,0,70.0,m,no
55999,24,average,anything,1,0,68.0,m,no
56000,25,fit,anything,1,0,70.0,m,no
56001,30,fit,anything,1,1,66.0,f,no
56002,30,unknown,anything,1,0,70.0,m,no
56003,29,average,anything,1,0,73.0,m,no
56004,32,fit,anything,1,0,67.0,m,no
56005,34,fit,anything,2,1,73.0,m,yes
56006,54,average,anything,1,0,64.0,f,no
56007,43,average,anything,1,0,63.0,f,yes
56008,30,fit,vegetarian,1,0,73.0,m,no
56009,27,average,anything,2,1,67.0,f,no
56010,23,fit,anything,1,0,70.0,m,no
56011,31,larger,anything,1,0,67.0,m,no
56012,25,larger,anything,1,0,68.0,m,no
56013,22,average,anything,1,0,67.0,m,no
56014,38,unknown,anything,1,1,75.0,m,no
56015,63,fit,anything,1,0,70.0,f,no
56016,27,average,anything,1,0,71.0,m,no
56017,26,fit,anything,1,0,67.0,m,no
56018,28,fit,anything,1,0,72.0,m,no
56019,32,fit,anything,1,0,65.0,m,no
56020,49,average,anything,1,0,67.0,m,no
56021,33,unknown,vegetarian,0,0,68.0,f,no
56022,34,fit,anything,1,0,73.0,m,no
56023,23,unknown,anything,1,0,70.0,m,no
56024,24,larger,anything,1,0,68.0,f,no
56025,23,average,anything,1,0,70.0,m,no
56026,29,fit,anything,1,0,70.0,m,no
56027,31,larger,anything,1,0,66.0,m,no
56028,25,fit,anything,1,0,70.0,m,no
56029,34,fit,anything,1,0,67.0,f,no
56030,62,fit,other,2,0,61.0,f,no
56031,21,average,anything,1,0,66.0,f,no
56032,19,larger,anything,1,0,71.0,m,no
56033,27,average,anything,2,0,64.0,m,yes
56034,25,average,anything,1,0,70.0,m,no
56035,36,fit,anything,1,0,68.0,m,no
56036,25,larger,anything,2,0,69.0,m,no
56037,19,average,anything,1,0,68.0,m,no
56038,40,fit,anything,1,0,69.0,m,no
56039,33,average,anything,1,0,67.0,m,no
56040,31,average,anything,1,0,72.0,m,no
56041,31,average,anything,1,0,72.0,m,no
56042,37,average,anything,1,0,64.0,f,no
56043,20,unknown,anything,0,0,61.0,f,no
56044,33,larger,anything,1,0,74.0,m,yes
56045,45,average,anything,1,0,70.0,m,no
56046,41,larger,anything,1,0,64.0,f,no
56047,26,average,anything,2,0,62.0,f,yes
56048,53,fit,vegetarian,1,0,68.0,m,no
56049,22,fit,anything,1,1,70.0,m,no
56050,33,unknown,anything,1,0,68.0,m,no
56051,28,fit,anything,1,0,69.0,m,no
56052,34,fit,anything,1,0,70.0,m,no
56053,25,fit,anything,1,0,72.0,m,no
56054,37,average,anything,1,0,71.0,m,no
56055,32,unknown,anything,1,1,72.0,m,yes
56056,37,average,anything,1,0,73.0,m,no
56057,21,fit,anything,1,0,75.0,m,no
56058,43,unknown,anything,1,0,70.0,m,no
56059,23,larger,anything,1,0,72.0,m,no
56060,20,fit,anything,1,0,76.0,m,no
56061,29,fit,anything,1,0,71.0,m,no
56062,26,unknown,anything,1,1,68.0,f,no
56063,47,fit,anything,1,0,64.0,f,no
56064,27,average,anything,1,0,68.0,f,yes
56065,34,average,other,1,1,67.0,f,no
56066,37,average,anything,2,1,69.0,m,no
56067,25,fit,anything,1,1,68.0,m,yes
56068,25,fit,anything,1,1,68.0,m,no
56069,31,average,anything,1,0,71.0,m,no
56070,43,fit,anything,1,0,70.0,m,no
56071,28,unknown,vegetarian,1,0,68.0,f,no
56072,36,fit,anything,1,0,74.0,m,no
56073,46,fit,anything,1,0,75.0,m,no
56074,36,fit,anything,1,1,69.0,m,no
56075,31,fit,vegetarian,1,0,72.0,m,no
56076,66,average,anything,1,0,68.0,m,no
56077,29,fit,other,1,0,72.0,m,no
56078,45,fit,anything,1,0,70.0,m,no
56079,26,fit,anything,1,0,71.0,m,no
56080,31,average,anything,1,1,61.0,f,no
56081,25,larger,vegetarian,1,0,65.0,f,no
56082,30,fit,anything,1,1,69.0,m,no
56083,47,fit,anything,0,0,70.0,m,no
56084,22,larger,anything,1,0,66.0,f,no
56085,42,average,anything,0,0,72.0,m,no
56086,44,fit,anything,1,0,74.0,m,no
56087,28,average,anything,1,0,66.0,m,no
56088,36,fit,anything,1,0,75.0,m,no
56089,36,unknown,vegetarian,1,1,70.0,m,no
56090,28,fit,anything,2,0,72.0,m,yes
56091,26,fit,anything,1,0,69.0,f,no
56092,51,larger,anything,1,1,66.0,f,no
56093,30,fit,anything,1,0,67.0,f,no
56094,25,fit,anything,1,0,59.0,f,no
56095,36,fit,anything,1,0,69.0,m,no
56096,58,larger,anything,1,0,62.0,f,no
56097,25,average,anything,1,0,60.0,f,yes
56098,25,larger,anything,1,0,64.0,f,yes
56099,21,average,anything,1,0,70.0,f,no
56100,28,fit,anything,1,0,70.0,f,no
56101,30,average,anything,1,0,63.0,f,no
56102,26,fit,anything,1,0,68.0,m,no
56103,30,larger,anything,2,1,71.0,m,no
56104,24,fit,anything,1,1,66.0,m,yes
56105,22,unknown,vegetarian,0,0,68.0,f,no
56106,23,fit,other,1,0,70.0,m,no
56107,41,fit,anything,2,1,70.0,m,yes
56108,32,fit,anything,1,0,74.0,m,no
56109,27,larger,anything,0,0,74.0,m,no
56110,33,larger,anything,1,0,72.0,m,no
56111,40,average,other,1,0,70.0,m,no
56112,57,larger,anything,1,0,62.0,f,no
56113,40,fit,anything,1,1,61.0,f,no
56114,35,larger,anything,1,0,64.0,f,no
56115,34,average,vegan,1,0,65.0,f,no
56116,26,average,anything,2,0,58.0,f,no
56117,26,fit,anything,1,0,64.0,f,no
56118,35,fit,anything,1,1,66.0,f,no
56119,28,fit,anything,1,0,69.0,f,no
56120,48,average,anything,1,0,62.0,f,no
56121,28,average,anything,1,0,65.0,f,no
56122,27,fit,anything,0,1,74.0,m,no
56123,39,fit,anything,1,0,66.0,m,no
56124,36,unknown,anything,1,0,67.0,f,no
56125,37,average,anything,1,0,62.0,f,yes
56126,51,average,anything,1,0,64.0,f,no
56127,47,fit,anything,1,0,65.0,f,no
56128,25,average,vegetarian,2,1,63.0,f,yes
56129,35,fit,anything,2,0,68.0,m,no
56130,28,fit,anything,1,0,67.0,m,no
56131,26,average,anything,1,0,68.0,f,yes
56132,36,fit,anything,1,0,71.0,f,no
56133,46,fit,vegetarian,1,0,69.0,f,no
56134,48,average,anything,1,0,67.0,f,no
56135,27,fit,anything,1,0,72.0,m,no
56136,30,average,anything,1,0,68.0,m,no
56137,34,average,anything,1,0,70.0,m,no
56138,25,fit,vegetarian,1,0,62.0,f,no
56139,31,fit,anything,1,0,71.0,m,yes
56140,34,average,anything,1,0,69.0,f,no
56141,53,fit,vegetarian,1,0,63.0,f,no
56142,37,fit,anything,1,0,61.0,f,no
56143,27,larger,anything,1,0,63.0,f,yes
56144,30,fit,anything,1,0,72.0,m,yes
56145,37,average,vegetarian,1,0,63.0,f,no
56146,44,fit,anything,2,1,68.0,m,yes
56147,46,fit,anything,1,0,71.0,m,no
56148,26,average,anything,1,1,72.0,f,no
56149,56,fit,anything,1,0,64.0,f,no
56150,35,fit,anything,1,0,67.0,m,no
56151,34,unknown,anything,2,1,66.0,f,no
56152,40,average,vegetarian,1,0,66.0,f,yes
56153,32,fit,anything,1,0,75.0,m,no
56154,53,fit,anything,1,0,68.0,m,no
56155,28,fit,vegetarian,0,0,65.0,f,no
56156,23,average,anything,1,0,71.0,m,no
56157,30,unknown,anything,0,0,65.0,f,no
56158,20,fit,other,1,1,69.0,f,yes
56159,29,unknown,vegetarian,1,1,64.0,f,no
56160,18,average,anything,1,0,63.0,f,no
56161,27,fit,anything,1,1,68.0,f,no
56162,24,average,anything,1,0,72.0,m,no
56163,26,average,anything,1,0,66.0,m,no
56164,27,unknown,anything,1,0,68.0,f,yes
56165,24,larger,anything,1,0,65.0,f,no
56166,29,average,anything,1,0,67.0,f,yes
56167,20,larger,anything,1,0,66.0,f,no
56168,27,unknown,anything,1,0,68.0,f,no
56169,26,larger,vegetarian,1,0,63.0,f,no
56170,50,fit,anything,1,0,72.0,m,no
56171,39,average,anything,1,0,68.0,f,no
56172,36,average,vegetarian,1,0,62.0,f,no
56173,24,larger,anything,1,1,65.0,f,no
56174,41,fit,vegetarian,1,0,66.0,f,no
56175,45,fit,anything,1,0,64.0,f,no
56176,25,fit,anything,1,0,70.0,m,no
56177,37,average,anything,1,0,62.0,f,no
56178,24,larger,vegetarian,1,1,70.0,f,no
56179,23,unknown,anything,1,0,63.0,f,no
56180,46,larger,anything,1,0,65.0,f,no
56181,33,fit,anything,0,0,62.0,f,no
56182,32,average,vegetarian,1,0,63.0,f,no
56183,29,average,vegetarian,1,1,70.0,m,yes
56184,36,fit,anything,1,0,66.0,f,no
56185,30,average,vegetarian,1,0,69.0,f,no
56186,31,larger,anything,1,0,63.0,f,yes
56187,34,fit,anything,1,0,68.0,f,no
56188,25,unknown,anything,1,0,61.0,f,no
56189,29,fit,anything,1,0,64.0,f,no
56190,42,larger,anything,1,0,61.0,f,no
56191,27,larger,anything,1,0,67.0,f,no
56192,33,average,anything,1,1,64.0,f,yes
56193,25,average,anything,1,0,70.0,m,yes
56194,36,fit,anything,1,0,70.0,m,yes
56195,40,larger,vegetarian,1,1,65.0,f,no
56196,22,average,anything,1,0,60.0,f,no
56197,20,average,anything,1,0,69.0,m,no
56198,37,average,anything,1,0,70.0,m,no
56199,19,larger,vegetarian,1,0,60.0,f,no
56200,28,average,anything,1,0,69.0,m,yes
56201,47,unknown,anything,1,0,70.0,m,no
56202,21,unknown,vegetarian,1,0,64.0,f,no
56203,26,average,anything,1,0,70.0,f,no
56204,32,larger,anything,1,0,69.0,f,no
56205,27,unknown,anything,1,0,75.0,m,no
56206,40,fit,anything,1,0,73.0,m,yes
56207,22,fit,anything,2,0,71.0,m,yes
56208,41,average,anything,1,1,69.0,m,no
56209,34,average,anything,1,0,69.0,m,no
56210,22,unknown,anything,1,0,73.0,m,yes
56211,49,larger,anything,1,0,68.0,f,no
56212,24,fit,anything,1,0,63.0,f,no
56213,35,average,anything,1,1,64.0,f,no
56214,32,fit,other,1,0,76.0,m,no
56215,42,average,anything,1,0,66.0,f,no
56216,31,average,anything,1,0,74.0,m,no
56217,42,fit,anything,0,0,69.0,f,no
56218,35,fit,anything,1,0,64.0,m,no
56219,24,unknown,anything,1,0,71.0,m,no
56220,51,fit,anything,1,0,70.0,m,no
56221,30,unknown,anything,1,0,65.0,f,no
56222,23,average,anything,1,1,78.0,m,yes
56223,36,fit,anything,1,0,67.0,m,no
56224,20,average,anything,1,0,71.0,m,no
56225,23,fit,anything,1,0,71.0,m,no
56226,21,fit,anything,1,0,66.0,m,no
56227,28,average,vegetarian,1,0,66.0,f,no
56228,34,larger,anything,1,0,68.0,f,no
56229,36,unknown,anything,2,0,66.0,f,yes
56230,27,fit,vegetarian,1,0,62.0,f,no
56231,29,average,vegetarian,1,0,67.0,f,no
56232,27,unknown,anything,1,0,64.0,f,no
56233,26,fit,anything,2,1,64.0,f,no
56234,27,average,vegetarian,2,0,62.0,f,no
56235,27,average,vegetarian,1,1,71.0,m,no
56236,27,unknown,anything,1,0,75.0,m,no
56237,23,larger,anything,1,0,65.0,f,no
56238,27,larger,anything,1,0,65.0,f,no
56239,33,fit,anything,1,1,73.0,m,no
56240,30,larger,anything,1,0,60.0,f,no
56241,46,larger,anything,1,0,67.0,f,no
56242,26,unknown,anything,1,0,63.0,f,no
56243,42,fit,anything,1,0,74.0,m,no
56244,34,average,anything,1,0,61.0,f,no
56245,44,fit,vegetarian,1,0,75.0,m,no
56246,25,average,anything,1,0,75.0,m,yes
56247,41,fit,anything,1,0,68.0,f,no
56248,33,average,anything,1,0,72.0,m,no
56249,27,average,anything,1,0,73.0,m,no
56250,49,average,other,1,0,68.0,m,no
56251,37,larger,anything,1,0,60.0,f,no
56252,25,fit,anything,1,1,73.0,m,yes
56253,28,larger,anything,2,1,67.0,f,yes
56254,38,fit,vegetarian,1,0,71.0,m,no
56255,28,larger,vegetarian,1,0,61.0,f,no
56256,38,fit,anything,1,0,69.0,f,no
56257,26,average,anything,0,0,71.0,m,no
56258,28,larger,anything,1,1,70.0,m,yes
56259,58,larger,other,1,0,66.0,f,no
56260,20,average,anything,1,0,68.0,m,no
56261,43,larger,anything,1,0,72.0,m,no
56262,52,average,anything,1,0,63.0,f,no
56263,53,fit,anything,1,0,66.0,f,yes
56264,24,larger,anything,1,1,69.0,m,no
56265,24,larger,anything,1,0,61.0,f,no
56266,33,fit,anything,1,0,73.0,m,no
56267,27,fit,anything,1,0,72.0,m,no
56268,30,fit,anything,1,0,72.0,m,yes
56269,29,fit,anything,1,0,59.0,f,no
56270,25,average,anything,2,0,71.0,m,yes
56271,26,unknown,anything,1,0,68.0,f,no
56272,38,fit,anything,2,0,71.0,m,no
56273,24,larger,anything,1,0,64.0,f,no
56274,41,fit,vegetarian,1,0,69.0,m,no
56275,33,average,anything,1,0,65.0,f,no
56276,28,fit,anything,1,0,65.0,f,no
56277,41,average,anything,1,0,66.0,f,no
56278,38,average,anything,1,0,71.0,m,no
56279,40,average,anything,1,1,77.0,m,yes
56280,41,unknown,anything,1,0,67.0,f,no
56281,55,larger,anything,1,0,66.0,f,no
56282,35,average,vegetarian,1,0,67.0,f,no
56283,31,fit,anything,1,0,66.0,f,no
56284,30,fit,anything,1,1,65.0,f,no
56285,27,unknown,anything,1,0,63.0,f,no
56286,23,fit,anything,2,1,77.0,m,no
56287,25,unknown,anything,2,2,58.0,f,no
56288,28,fit,anything,1,0,70.0,f,no
56289,24,larger,anything,2,1,63.0,f,no
56290,40,fit,anything,1,0,74.0,m,yes
56291,24,fit,anything,1,0,68.0,f,yes
56292,40,fit,anything,1,0,67.0,f,no
56293,36,larger,anything,1,0,66.0,f,yes
56294,23,larger,anything,1,0,60.0,f,no
56295,36,average,anything,0,0,69.0,m,no
56296,53,average,anything,1,0,72.0,m,no
56297,21,larger,anything,1,0,62.0,f,no
56298,27,average,anything,1,0,72.0,m,no
56299,37,larger,anything,1,0,63.0,f,no
56300,31,fit,anything,1,0,75.0,m,no
56301,31,fit,anything,1,0,62.0,f,no
56302,50,unknown,anything,0,0,67.0,f,no
56303,55,unknown,anything,1,0,70.0,f,no
56304,28,average,anything,1,1,70.0,m,no
56305,24,fit,other,2,0,68.0,m,yes
56306,21,unknown,vegetarian,1,0,59.0,f,no
56307,24,larger,anything,1,0,65.0,f,no
56308,30,average,anything,1,0,62.0,f,no
56309,27,fit,anything,1,0,66.0,m,yes
56310,27,fit,anything,1,0,67.0,f,no
56311,23,average,anything,1,0,66.0,f,yes
56312,30,larger,anything,1,0,65.0,f,no
56313,37,larger,anything,1,0,66.0,f,no
56314,32,larger,other,1,0,61.0,f,no
56315,30,average,other,1,0,63.0,f,no
56316,40,average,anything,0,0,65.0,f,no
56317,26,larger,vegetarian,1,0,66.0,f,no
56318,57,average,anything,1,0,60.0,f,no
56319,41,larger,anything,2,0,75.0,m,yes
56320,30,larger,anything,1,1,64.0,f,no
56321,27,fit,anything,1,0,63.0,f,no
56322,22,larger,anything,2,0,67.0,f,yes
56323,29,average,anything,1,0,66.0,f,no
56324,34,larger,anything,1,0,65.0,f,no
56325,29,unknown,anything,1,1,65.0,f,no
56326,33,average,anything,1,0,64.0,f,no
56327,35,larger,anything,2,1,67.0,f,no
56328,39,average,anything,1,0,67.0,f,yes
56329,25,fit,anything,1,0,65.0,f,no
56330,30,average,anything,1,0,62.0,f,no
56331,26,fit,anything,1,0,65.0,f,yes
56332,37,unknown,anything,2,0,60.0,f,no
56333,44,unknown,anything,1,0,65.0,f,no
56334,33,larger,anything,1,0,68.0,f,yes
56335,59,fit,anything,1,0,61.0,f,no
56336,35,unknown,anything,1,0,62.0,f,no
56337,33,larger,anything,1,1,68.0,m,yes
56338,30,fit,anything,1,0,65.0,f,no
56339,40,fit,anything,0,0,64.0,f,no
56340,36,fit,anything,1,0,62.0,f,no
56341,27,fit,anything,0,0,69.0,m,no
56342,22,average,anything,2,1,70.0,m,no
56343,32,average,anything,1,0,69.0,f,no
56344,21,average,anything,1,0,67.0,f,no
56345,30,average,anything,1,0,67.0,f,no
56346,36,larger,anything,1,0,68.0,m,no
56347,45,unknown,anything,1,0,71.0,m,no
56348,27,fit,anything,1,1,64.0,f,no
56349,29,fit,anything,1,0,60.0,f,no
56350,36,average,anything,1,0,64.0,f,no
56351,36,average,vegetarian,1,0,67.0,f,no
56352,28,fit,anything,1,0,71.0,m,no
56353,33,unknown,anything,1,0,65.0,f,no
56354,37,average,anything,1,1,66.0,f,no
56355,54,average,anything,1,0,67.0,f,no
56356,36,average,other,1,0,64.0,f,no
56357,68,average,vegetarian,1,0,61.0,f,no
56358,31,average,anything,1,0,67.0,m,no
56359,42,larger,anything,1,0,70.0,m,no
56360,35,average,other,1,0,66.0,m,yes
56361,38,fit,anything,1,0,64.0,f,no
56362,32,fit,anything,1,0,74.0,m,no
56363,43,average,anything,1,0,68.0,f,no
56364,24,fit,anything,1,0,64.0,f,no
56365,47,unknown,anything,1,0,68.0,m,no
56366,23,unknown,anything,1,0,66.0,f,no
56367,30,fit,anything,1,0,68.0,m,no
56368,26,fit,anything,2,1,66.0,m,no
56369,35,average,anything,1,0,65.0,m,no
56370,47,average,anything,1,0,70.0,m,no
56371,34,fit,anything,1,0,70.0,m,no
56372,34,fit,anything,1,0,70.0,m,no
56373,37,fit,anything,1,0,66.0,f,no
56374,33,fit,anything,1,0,69.0,f,yes
56375,29,unknown,anything,2,0,65.0,f,no
56376,39,average,anything,1,0,70.0,m,no
56377,38,larger,anything,1,0,70.0,f,yes
56378,43,average,anything,1,0,72.0,m,no
56379,26,fit,anything,1,0,64.0,f,no
56380,29,larger,anything,1,0,63.0,f,no
56381,42,larger,other,1,0,68.0,f,no
56382,29,average,anything,1,0,67.0,m,no
56383,29,fit,anything,1,0,69.0,m,no
56384,28,average,anything,1,0,69.0,m,no
56385,43,average,anything,1,0,64.0,m,no
56386,31,average,anything,1,0,71.0,m,yes
56387,38,average,other,2,2,73.0,m,no
56388,42,larger,anything,1,1,67.0,m,yes
56389,35,fit,anything,1,0,70.0,f,yes
56390,20,average,anything,0,0,64.0,f,no
56391,22,average,anything,2,1,70.0,m,no
56392,48,fit,anything,1,1,64.0,f,no
56393,20,fit,anything,1,1,68.0,f,no
56394,40,fit,vegan,1,0,70.0,m,no
56395,25,average,anything,1,0,61.0,f,no
56396,27,fit,anything,1,0,73.0,m,no
56397,26,average,anything,1,1,61.0,f,yes
56398,53,unknown,anything,1,0,65.0,f,no
56399,23,average,anything,2,1,69.0,f,yes
56400,23,unknown,anything,1,0,73.0,m,no
56401,36,fit,anything,1,0,67.0,m,no
56402,67,larger,anything,1,0,70.0,m,no
56403,26,average,anything,1,0,70.0,m,yes
56404,35,fit,anything,1,0,68.0,f,no
56405,25,unknown,anything,2,1,68.0,m,no
56406,29,fit,anything,1,0,64.0,f,no
56407,34,unknown,anything,1,0,68.0,m,no
56408,53,larger,anything,1,0,63.0,f,no
56409,66,larger,anything,1,0,65.0,f,no
56410,29,fit,anything,2,0,66.0,m,no
56411,24,average,vegetarian,1,1,66.0,f,no
56412,34,average,anything,1,0,65.0,f,yes
56413,35,fit,anything,1,0,70.0,m,no
56414,36,larger,anything,1,0,58.0,f,yes
56415,24,fit,anything,1,0,68.0,f,yes
56416,43,average,anything,1,0,64.0,f,no
56417,25,average,anything,1,1,71.0,m,no
56418,62,average,anything,1,0,67.0,m,no
56419,27,average,anything,1,1,69.0,m,no
56420,28,fit,anything,1,0,72.0,m,no
56421,30,fit,anything,1,0,65.0,f,no
56422,46,average,anything,0,0,71.0,m,no
56423,27,fit,vegetarian,1,1,67.0,m,no
56424,40,average,anything,1,0,64.0,f,no
56425,21,larger,anything,1,1,72.0,f,no
56426,30,unknown,anything,1,0,64.0,f,no
56427,28,fit,anything,1,0,66.0,m,no
56428,23,average,anything,0,0,67.0,m,no
56429,27,fit,anything,1,0,68.0,f,no
56430,42,larger,anything,0,1,69.0,f,no
56431,29,fit,vegetarian,1,0,70.0,m,no
56432,28,average,anything,1,0,63.0,f,no
56433,19,fit,anything,1,0,70.0,m,no
56434,25,fit,anything,0,0,70.0,f,no
56435,35,fit,vegetarian,1,1,64.0,f,yes
56436,27,unknown,anything,1,0,72.0,f,no
56437,29,average,vegetarian,1,0,66.0,f,yes
56438,35,average,anything,1,0,59.0,f,no
56439,60,average,anything,1,0,62.0,f,no
56440,58,fit,vegetarian,1,0,69.0,m,no
56441,29,average,anything,1,0,64.0,f,no
56442,21,average,anything,1,0,69.0,f,no
56443,23,average,anything,1,0,66.0,f,no
56444,20,fit,anything,1,0,73.0,m,no
56445,60,fit,anything,1,0,68.0,m,no
56446,33,fit,anything,1,1,73.0,m,yes
56447,21,average,anything,1,1,73.0,m,yes
56448,25,average,anything,1,1,70.0,m,no
56449,32,fit,anything,1,0,62.0,f,no
56450,27,unknown,vegetarian,1,0,73.0,m,no
56451,32,average,anything,2,1,65.0,f,no
56452,41,fit,anything,1,0,65.0,f,no
56453,35,average,anything,1,0,62.0,f,no
56454,31,fit,vegetarian,2,1,69.0,m,no
56455,27,average,anything,1,0,70.0,m,no
56456,27,average,anything,1,0,60.0,f,no
56457,26,unknown,anything,1,0,64.0,f,yes
56458,31,average,anything,1,0,63.0,f,no
56459,54,larger,anything,1,0,62.0,f,no
56460,52,fit,anything,1,0,65.0,f,no
56461,30,larger,anything,1,0,62.0,f,no
56462,31,fit,anything,2,0,72.0,m,no
56463,22,average,anything,1,0,72.0,m,yes
56464,27,average,anything,1,0,67.0,m,no
56465,32,fit,anything,2,0,70.0,m,yes
56466,21,larger,anything,1,2,62.0,f,yes
56467,21,larger,anything,1,0,68.0,f,no
56468,36,average,anything,1,1,70.0,m,no
56469,43,average,anything,0,0,71.0,f,no
56470,25,average,anything,1,1,74.0,m,no
56471,44,fit,anything,1,0,65.0,m,no
56472,21,larger,anything,1,0,68.0,f,no
56473,20,average,vegetarian,1,0,64.0,f,no
56474,30,average,vegetarian,1,0,68.0,f,no
56475,30,average,anything,1,0,62.0,f,no
56476,22,average,anything,1,0,66.0,f,yes
56477,49,average,anything,1,0,61.0,f,no
56478,42,larger,anything,1,1,69.0,f,yes
56479,51,average,anything,1,0,64.0,f,no
56480,67,average,anything,1,0,66.0,f,no
56481,43,average,vegetarian,1,0,70.0,f,no
56482,41,fit,anything,1,0,67.0,m,no
56483,30,average,anything,1,0,65.0,f,yes
56484,32,unknown,anything,2,0,64.0,m,no
56485,31,larger,other,1,1,64.0,f,no
56486,21,larger,anything,1,0,68.0,f,no
56487,28,average,anything,1,0,67.0,m,no
56488,34,average,anything,1,0,72.0,m,no
56489,29,average,anything,1,0,76.0,m,no
56490,24,fit,vegetarian,1,0,70.0,f,yes
56491,28,fit,anything,0,0,70.0,m,no
56492,52,average,vegetarian,1,0,66.0,f,no
56493,53,larger,anything,0,0,65.0,f,no
56494,42,larger,anything,1,0,62.0,f,no
56495,27,fit,anything,1,0,66.0,f,no
56496,26,average,anything,1,0,66.0,f,no
56497,54,unknown,anything,0,0,74.0,f,no
56498,36,fit,anything,0,0,64.0,f,no
56499,55,average,anything,1,2,60.0,f,yes
56500,37,average,anything,1,0,63.0,f,no
56501,31,unknown,anything,1,0,66.0,f,no
56502,43,average,anything,1,0,66.0,f,no
56503,43,unknown,anything,0,0,74.0,m,no
56504,32,average,anything,1,0,63.0,f,yes
56505,41,average,anything,1,0,60.0,f,no
56506,31,fit,anything,1,0,70.0,m,no
56507,38,fit,other,1,0,67.0,m,no
56508,29,unknown,anything,1,0,65.0,f,no
56509,37,average,anything,1,0,68.0,m,no
56510,35,fit,anything,1,0,67.0,m,no
56511,26,unknown,anything,1,1,66.0,f,no
56512,32,unknown,anything,1,0,65.0,f,no
56513,50,fit,anything,1,0,72.0,m,no
56514,22,fit,vegetarian,1,1,67.0,f,no
56515,31,fit,anything,1,0,67.0,m,no
56516,20,fit,anything,1,0,67.0,f,yes
56517,47,fit,anything,1,0,70.0,m,no
56518,58,fit,anything,1,0,69.0,f,no
56519,27,average,anything,1,0,67.0,f,no
56520,52,average,anything,1,0,63.0,f,no
56521,25,fit,anything,1,0,74.0,m,no
56522,37,average,vegetarian,1,0,67.0,f,no
56523,34,average,anything,1,1,63.0,f,no
56524,48,average,anything,0,0,72.0,m,no
56525,20,average,vegetarian,1,0,62.0,f,yes
56526,29,average,anything,2,1,74.0,m,yes
56527,21,average,anything,1,2,72.0,m,no
56528,26,average,anything,1,0,63.0,f,no
56529,24,average,anything,1,0,70.0,m,no
56530,33,fit,anything,1,0,70.0,m,no
56531,30,average,anything,1,0,69.0,m,no
56532,24,average,anything,2,1,68.0,m,yes
56533,31,average,anything,2,0,73.0,m,no
56534,32,average,anything,1,0,68.0,f,no
56535,21,larger,anything,1,0,63.0,f,no
56536,26,unknown,anything,1,0,62.0,f,no
56537,31,fit,anything,1,0,62.0,f,no
56538,35,fit,anything,1,1,69.0,m,no
56539,25,average,anything,1,0,71.0,f,no
56540,39,larger,anything,2,1,67.0,f,no
56541,24,unknown,anything,1,0,66.0,f,no
56542,23,average,anything,0,0,73.0,m,no
56543,23,average,anything,1,0,64.0,f,no
56544,31,fit,anything,1,0,65.0,m,no
56545,29,larger,vegetarian,1,1,66.0,f,no
56546,21,fit,other,1,1,75.0,m,no
56547,28,average,anything,2,1,72.0,m,yes
56548,30,unknown,anything,1,0,68.0,f,no
56549,27,average,anything,1,0,72.0,m,no
56550,36,fit,anything,1,1,72.0,m,no
56551,45,unknown,anything,2,0,61.0,f,no
56552,23,larger,anything,1,0,63.0,f,no
